IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,1/20/2016 1503,1/20/2016 1503,1/20/2016 1503,2016-000045,CLOSED
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : PEFFER MEMORIAL PARK,1/21/2016 1429,1/21/2016 0002,1/21/2016 1428,2016-000046,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEFFER MEMORIAL PARK,1/21/2016 1429,1/21/2016 0002,1/21/2016 1428,2016-000046,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,1/22/2016 2312,1/22/2016 2312,1/22/2016 2312,2016-000047,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/23/2016 0112,1/23/2016 0112,1/23/2016 0112,2016-000048,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MCKEE HALL,1/23/2016 0122,1/23/2016 0122,1/23/2016 0122,2016-000049,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MCKEE HALL,1/23/2016 0122,1/23/2016 0122,1/23/2016 0122,2016-000049,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : COMMUNITY ARTS CENTER (OXFORD COLLEGE),1/23/2016 1629,1/23/2016 1629,1/23/2016 1629,2016-000050,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,1/23/2016 2214,1/23/2016 2214,1/23/2016 2214,2016-000051,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : HIGH ST,1/23/2016 2302,1/23/2016 2302,1/23/2016 2302,2016-000052,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/24/2016 0124,1/24/2016 0124,1/24/2016 0124,2016-000053,CLOSED.  CLEARED BY ARREST
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : WILSON HALL,1/24/2016 1126,1/24/2016 1126,1/24/2016 1126,2016-000054,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : OAK ST,1/24/2016 1217,1/24/2016 1217,1/24/2016 1217,2016-000055,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,1/24/2016 2029,1/24/2016 2029,1/24/2016 2029,2016-000056,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,1/24/2016 2257,1/24/2016 2257,1/24/2016 2257,2016-000057,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,1/24/2016 2257,1/24/2016 2257,1/24/2016 2257,2016-000057,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,1/25/2016 0036,1/25/2016 0040,1/25/2016 0100,2016-000058,CLOSED.  CLEARED BY SUMMONS
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : COOK FIELD,1/25/2016 0110,1/25/2016 0110,1/25/2016 0110,2016-000060,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : HIGH ST,1/25/2016 0120,1/25/2016 0120,1/25/2016 0120,2016-000059,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : HIGH ST,1/25/2016 0207,1/25/2016 0207,1/25/2016 0207,2016-000061,CLOSED.  CLEARED BY SUMMONS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : BLANCHARD HOUSE,1/25/2016 0944,1/22/2016 2230,1/22/2016 2230,2016-000063,CLOSED.  REFERRED TO OESCR
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,1/25/2016 1520,1/22/2016 2000,1/22/2016 2000,2016-000064,OPEN
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : PINES LODGE,1/25/2016 1802,12/4/2015 1200,1/24/2016 1802,2016-000065,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,1/25/2016 1949,1/25/2016 1949,1/25/2016 1949,2016-000066,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,1/25/2016 1949,1/25/2016 1949,1/25/2016 1949,2016-000066,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ART MUSEUM,1/25/2016 2203,1/25/2016 1700,1/25/2016 2030,2016-000067,UNFOUNDED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : PSYCHOLOGY BLDG,1/25/2016 2313,1/25/2016 2313,1/25/2016 2313,2016-000068,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : COOK FIELD,1/26/2016 0046,1/26/2016 0046,1/26/2016 0046,2016-000069,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : HIGH ST,1/26/2016 0207,1/26/2016 0207,1/26/2016 0207,2016-000070,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : VERBAL WARNING,CITY OF OXFORD : MAPLE ST,1/26/2016 0234,1/26/2016 0234,1/26/2016 0234,2016-000071,CLOSED.  REFERRED TO OESCR
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,1/26/2016 0243,1/26/2016 0243,1/26/2016 0243,2016-000073,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,1/26/2016 0243,1/26/2016 0243,1/26/2016 0243,2016-000073,CLOSED.  REFERRED TO OESCR
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : NELLIE CRAIG WALKER HALL (FKA CAMPUS AVENUE BLDG),1/26/2016 0304,1/26/2016 0304,1/26/2016 0304,2016-000072,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,1/26/2016 0353,1/26/2016 0304,1/26/2016 0304,2016-000074,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,1/26/2016 0353,1/26/2016 0304,1/26/2016 0304,2016-000074,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,1/26/2016 0353,1/26/2016 0304,1/26/2016 0304,2016-000074,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/26/2016 0355,1/26/2016 0355,1/26/2016 0355,2016-000075,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,1/26/2016 0459,1/26/2016 0459,1/26/2016 0459,2016-000076,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,1/26/2016 0459,1/26/2016 0459,1/26/2016 0459,2016-000076,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,1/26/2016 1502,1/26/2016 1445,1/26/2016 1550,2016-000077,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/26/2016 1524,10/10/2015 0800,1/26/2016 1600,2016-000078,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,1/26/2016 1737,1/26/2016 1737,1/26/2016 1737,2016-000079,CLOSED
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,1/26/2016 2253,1/26/2016 2253,1/26/2016 2253,2016-000080,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,1/26/2016 2320,1/26/2016 2320,1/26/2016 2320,2016-000081,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,1/26/2016 2320,1/26/2016 2320,1/26/2016 2320,2016-000081,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
TRAFFIC CRASH,CITY OF OXFORD : POPLAR ST,1/27/2016 0122,1/27/2016 0122,1/27/2016 0122,2016-000082,CLOSED.  UTT/UTC ISSUED.
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : TALLAWANDA RD,1/27/2016 0157,1/27/2016 0157,1/27/2016 0157,2016-000083,CLOSED.  CLEARED BY ARREST
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,1/27/2016 0822,1/24/2016 0230,1/24/2016 0300,2016-000084,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : CLAWSON HALL,1/27/2016 0912,1/25/2016 1700,1/26/2016 1530,2016-000085,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,1/27/2016 1550,11/30/2015 0000,12/1/2015 0800,2016-000086,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,1/27/2016 1600,1/27/2016 1100,1/27/2016 1600,2016-000087,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,1/28/2016 0220,1/28/2016 0220,1/28/2016 0220,2016-000088,CLOSED.  UTT/UTC ISSUED.
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,1/28/2016 1719,1/28/2016 1719,1/28/2016 1730,2016-000089,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY HALL,1/28/2016 1940,1/28/2016 1725,1/28/2016 1740,2016-000090,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,1/28/2016 2334,1/28/2016 2334,1/28/2016 2334,2016-000091,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/29/2016 0147,1/29/2016 0147,1/29/2016 0147,2016-000092,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/29/2016 0147,1/29/2016 0147,1/29/2016 0147,2016-000092,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,1/29/2016 0226,1/29/2016 0226,1/29/2016 0226,2016-000093,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : CULLER HALL,1/29/2016 0231,1/29/2016 0231,1/29/2016 0231,2016-000094,CLOSED.  CLEARED BY ARREST
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,1/29/2016 0404,1/29/2016 0404,1/29/2016 0404,2016-000095,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : 5285 BROWN ROAD,1/29/2016 1402,1/9/2016 1519,1/9/2016 1519,2016-000097,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MIAMI INN,1/29/2016 1418,1/29/2016 1418,1/29/2016 1418,2016-000096,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,1/29/2016 1505,1/29/2016 1500,1/29/2016 1405,2016-000098,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW COURT,1/29/2016 1626,1/15/2016 1700,1/28/2016 1626,2016-000101,CLOSED
TRAFFIC CRASH,CITY OF OXFORD : SPRING ST,1/29/2016 1659,1/29/2016 1657,1/29/2016 1657,2016-000099,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ELLIOTT HALL,1/29/2016 2114,1/29/2016 2114,1/29/2016 2130,2016-000100,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,1/29/2016 2306,1/29/2016 2306,1/29/2016 2330,2016-000102,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,1/29/2016 2341,1/29/2016 2341,1/29/2016 2341,2016-000103,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : OXFORD TRENTON  RD SR73,1/30/2016 0224,1/30/2016 0224,1/30/2016 0224,2016-000104,CLOSED.  UTT/UTC ISSUED.
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,1/30/2016 0359,1/30/2016 0359,1/30/2016 0359,2016-000105,CLOSED.  UTT/UTC ISSUED.
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,1/30/2016 1058,1/30/2016 0100,1/30/2016 0855,2016-000106,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PULLEY PAVILLION,1/30/2016 1620,1/30/2016 1620,1/30/2016 1620,2016-000107,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : BISHOP CIRCLE,1/31/2016 0141,1/31/2016 0141,1/31/2016 0141,2016-000108,CLOSED
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS,1/31/2016 1402,1/30/2016 1230,1/31/2016 1402,2016-000109,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HOTEL AND CONFERENCE CENTER,1/31/2016 1718,1/31/2016 0930,1/31/2016 1730,2016-000110,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/31/2016 1820,1/29/2016 1700,1/31/2016 1630,2016-000111,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,1/31/2016 1919,1/31/2016 1919,1/31/2016 1919,2016-000112,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,1/31/2016 2012,1/31/2016 2012,1/31/2016 2012,2016-000113,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,1/31/2016 2030,1/31/2016 2030,1/31/2016 2310,2016-000114,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/1/2016 1544,2/1/2016 1544,2/1/2016 1610,2016-000115,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,2/1/2016 2216,2/1/2016 2216,2/1/2016 2216,2016-000116,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,2/2/2016 1420,2/2/2016 1420,2/2/2016 1440,2016-000117,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ECOLOGY RESEARCH CENTER,2/2/2016 2008,2/2/2016 2008,2/2/2016 2008,2016-000118,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,2/2/2016 2142,2/2/2016 2142,2/2/2016 2142,2016-000119,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,2/2/2016 2217,2/2/2016 2217,2/2/2016 2225,2016-000120,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,2/3/2016 0412,2/3/2016 0412,2/3/2016 0412,2016-000121,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,2/3/2016 0845,2/3/2016 0005,2/3/2016 0600,2016-000122,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,2/3/2016 0949,2/3/2016 1000,2/3/2016 1045,2016-000123,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,2/3/2016 1359,2/3/2016 1400,2/3/2016 1510,2016-000124,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,2/3/2016 1533,2/1/2016 1700,2/2/2016 1000,2016-000125,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,2/3/2016 1713,2/3/2016 1715,2/3/2016 1744,2016-000126,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,2/3/2016 1713,2/3/2016 1715,2/3/2016 1744,2016-000126,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,2/3/2016 2010,2/3/2016 2010,2/3/2016 2030,2016-000127,CLOSED.  UTT/UTC ISSUED.
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : NELLIE CRAIG WALKER HALL (FKA CAMPUS AVENUE BLDG),2/4/2016 0848,1/16/2016 0001,1/20/2016 2300,2016-000128,CLOSED.  CLEARED BY ARREST
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEARSON HALL,2/4/2016 1225,2/4/2016 0830,2/4/2016 1220,2016-000129,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,2/4/2016 1919,2/4/2016 1919,2/4/2016 1928,2016-000130,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,2/4/2016 2157,2/4/2016 2157,2/4/2016 2157,2016-000131,CLOSED
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DRIVE,2/5/2016 0100,2/5/2016 0100,2/5/2016 0100,2016-000132,CLOSED.  UTT/UTC ISSUED.
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),2/5/2016 0923,2/1/2015 1000,2/1/2015 1000,2016-000133,CLOSED
