IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
SEX OFFENSE (Count 2),MIAMI UNIVERSITY : OXFORD CAMPUS,1/6/2020 1551,8/26/2019 0000,12/13/2019 0000,2020-000017,OPEN
WEAPONS VIOLATION,OTHER JURISDICTION,1/7/2020 0850,1/7/2020 0850,1/7/2020 0850,2020-000018,CLOSED. REFERRED TO OTHER LE AGENCY
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HEALTH SERVICES CENTER,1/7/2020 1130,1/7/2020 1130,1/7/2020 1145,2020-000019,CLOSED
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,1/7/2020 2053,1/7/2020 2053,1/7/2020 2053,2020-000020,CLOSED
PROPERTY : DAMAGE,CITY OF OXFORD : MAPLE ST,1/8/2020 0803,1/8/2020 0730,1/8/2020 0803,2020-000022,CLOSED
FORGERY,MIAMI UNIVERSITY : OXFORD CAMPUS : MACMILLAN HALL,1/8/2020 1136,1/2/2020 1300,1/2/2020 1300,2020-000021,CLOSED. REFERRED TO COMMUNITY STANDARDS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,1/8/2020 1531,11/20/2019 1500,1/8/2020 1500,2020-000023,OPEN
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,1/8/2020 1552,1/8/2020 1550,1/8/2020 1630,2020-000024,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY HALL,1/10/2020 0407,1/10/2020 0407,1/10/2020 0407,2020-000025,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,1/10/2020 0556,1/10/2020 0556,1/10/2020 0556,2020-000026,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,1/10/2020 1208,1/10/2020 1208,1/10/2020 1215,2020-000027,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,1/10/2020 1603,1/10/2020 1600,1/10/2020 1700,2020-000028,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,1/10/2020 1952,1/10/2020 1830,1/10/2020 1952,2020-000029,CLOSED
OBSTRUCTING OFFICIAL BUSINESS,CITY OF OXFORD : CORSO RD,1/11/2020 0055,1/11/2020 0055,1/11/2020 0055,2020-000030,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ECOLOGY RESEARCH CENTER,1/11/2020 0809,1/11/2020 0809,1/11/2020 0820,2020-000031,CLOSED
OTHER CRIMINAL OFFENSE,CITY OF OXFORD : BEECH ST,1/12/2020 0347,1/12/2020 0347,1/12/2020 0347,2020-000032,CLOSED
MEDICAL : EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,1/12/2020 1643,1/12/2020 1640,1/12/2020 1643,2020-000033,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HOTEL AND CONFERENCE CENTER,1/13/2020 0851,1/10/2020 1530,1/13/2020 0845,2020-000034,OPEN
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : CULINARY SUPPORT CTR,1/13/2020 1406,1/10/2020 1700,1/13/2020 0800,2020-000035,OPEN
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PULLEY PAVILLION,1/14/2020 0348,1/14/2020 0348,1/14/2020 0348,2020-000036,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,1/14/2020 1523,1/14/2020 1530,1/14/2020 1615,2020-000037,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,1/14/2020 1922,1/14/2020 1922,1/14/2020 1922,2020-000038,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,1/14/2020 1956,1/14/2020 1950,1/14/2020 1950,2020-000039,OPEN
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,1/15/2020 1813,1/15/2020 1813,1/15/2020 1830,2020-000040,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HEALTH SERVICES CENTER,1/16/2020 0607,1/16/2020 0607,1/16/2020 0607,2020-000042,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,1/16/2020 0729,1/16/2020 0729,1/16/2020 0745,2020-000043,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PULLEY PAVILLION,1/16/2020 2052,1/16/2020 2052,1/16/2020 2059,2020-000044,CLOSED
UNWANTED COMMUNICATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HOYT HALL,1/17/2020 1227,1/16/2020 1405,1/16/2020 1435,2020-000045,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,1/18/2020 1036,1/18/2020 1036,1/18/2020 1036,2020-000046,CLOSED
SEARCH WARRANT,OTHER JURISDICTION,1/18/2020 2018,1/18/2020 2018,1/18/2020 2018,2020-000047,CLOSED
THEFT : OF A MOTOR VEHICLE,CITY OF OXFORD : OXFORD TRENTON  RD SR73,1/19/2020 0132,1/19/2020 0132,1/19/2020 0132,2020-000048,CLOSED
CANINE DEPLOYMENT,OTHER JURISDICTION,1/19/2020 1345,1/19/2020 1400,1/19/2020 1945,2020-000049,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,1/20/2020 0946,1/20/2020 0946,1/20/2020 0946,2020-000050,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,1/20/2020 1102,1/20/2020 1102,1/20/2020 1115,2020-000051,CLOSED
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/21/2020 0113,1/21/2020 0113,1/21/2020 0320,2020-000052,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : LAWS HALL,1/21/2020 0316,1/21/2020 0316,1/21/2020 0330,2020-000053,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,1/21/2020 1553,1/21/2020 1600,1/21/2020 1650,2020-000054,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY HALL,1/21/2020 1554,1/21/2020 1000,1/21/2020 1030,2020-000055,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,1/22/2020 0055,1/22/2020 0055,1/22/2020 0055,2020-000056,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/22/2020 0923,1/22/2020 0923,1/22/2020 0940,2020-000057,CLOSED
SEX OFFENSE,OTHER JURISDICTION,1/22/2020 1626,1/1/2016 0000,12/31/2016 0000,2020-000060,CLOSED. REFERRED TO OTHER LE AGENCY
SEX OFFENSE,CITY OF OXFORD,1/22/2020 1626,4/1/2016 0000,4/30/2016 0059,2020-000059,CLOSED. REFERRED TO OTHER LE AGENCY
PASSING BAD CHECKS,MIAMI UNIVERSITY : OXFORD CAMPUS : PEARSON HALL,1/23/2020 0758,1/19/2020 0730,1/22/2020 0730,2020-000058,CLOSED
SEX OFFENSE : RAPE,MIAMI UNIVERSITY : OXFORD CAMPUS : NON CAMPUS PROPERTY,1/23/2020 1703,10/1/2019 0000,11/27/2019 0000,2020-000062,OPEN
SUSPICIOUS ACTIVITY,CITY OF OXFORD : BUSINESS : PARKVIEW ARMS APARTMENTS,1/24/2020 0528,1/24/2020 0528,1/24/2020 0528,2020-000061,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,1/24/2020 1312,1/24/2020 1312,1/24/2020 1330,2020-000063,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,1/24/2020 1621,1/24/2020 1621,1/24/2020 1621,2020-000064,CLOSED. REFERRED TO COMMUNITY STANDARDS
SEX OFFENSE,OTHER JURISDICTION,1/24/2020 2114,1/1/2015 1200,12/31/2015 2359,2020-000065,CLOSED. REFERRED TO OTHER LE AGENCY
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,1/25/2020 1346,1/25/2020 1346,1/25/2020 1346,2020-000066,CLOSED
WARRANT SERVICE,OTHER JURISDICTION,1/25/2020 1550,1/25/2020 1550,1/25/2020 1550,2020-000067,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,1/25/2020 1750,1/25/2020 1750,1/25/2020 1750,2020-000068,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : SESQUICENTENNIAL CHAPEL,1/25/2020 2345,1/25/2020 2345,1/25/2020 2345,2020-000069,CLOSED.  CLEARED BY SUMMONS
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,1/26/2020 1253,1/26/2020 1253,1/26/2020 1300,2020-000070,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,1/26/2020 1750,1/26/2020 1750,1/26/2020 1750,2020-000071,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MARTIN DINING HALL,1/26/2020 2158,1/26/2020 2158,1/26/2020 2158,2020-000072,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,1/26/2020 2318,1/26/2020 2318,1/26/2020 2318,2020-000073,UNFOUNDED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,1/26/2020 2318,1/26/2020 2318,1/26/2020 2318,2020-000073,UNFOUNDED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,1/27/2020 0027,1/27/2020 0027,1/27/2020 0140,2020-000074,CLOSED.  CLEARED BY SUMMONS
OTHER CRIMINAL OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,1/27/2020 0027,1/27/2020 0027,1/27/2020 0140,2020-000074,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,1/27/2020 0059,1/27/2020 0059,1/27/2020 0130,2020-000075,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,1/27/2020 0059,1/27/2020 0059,1/27/2020 0130,2020-000075,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,1/27/2020 0116,1/27/2020 0118,1/27/2020 0118,2020-000076,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY MUSEUM,1/27/2020 0200,1/27/2020 0200,1/27/2020 0245,2020-000077,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY MUSEUM,1/27/2020 0200,1/27/2020 0200,1/27/2020 0245,2020-000077,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HIGH ST (E. 200-899 BLK),1/27/2020 0215,1/27/2020 0215,1/27/2020 0315,2020-000078,CLOSED.  CLEARED BY ARREST
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,1/27/2020 0917,1/26/2020 1700,1/27/2020 0900,2020-000079,CLOSED
SEX OFFENSE : RAPE,OTHER JURISDICTION,1/27/2020 1104,1/1/2016 0000,1/1/2017 0000,2020-000087,CLOSED. REFERRED TO OTHER LE AGENCY
SEX OFFENSE : FONDLING,OTHER JURISDICTION,1/27/2020 1104,1/1/2016 0000,1/1/2017 0000,2020-000087,CLOSED. REFERRED TO OTHER LE AGENCY
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,1/27/2020 1743,1/27/2020 1743,1/27/2020 1755,2020-000080,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,1/27/2020 2136,1/27/2020 2136,1/27/2020 2200,2020-000081,CLOSED
MEDICAL : EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : PRESIDENTS HALL,1/28/2020 0024,1/28/2020 0024,1/28/2020 0024,2020-000082,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,1/28/2020 0054,1/28/2020 0054,1/28/2020 0116,2020-000083,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,1/28/2020 0300,1/28/2020 0300,1/28/2020 0345,2020-000084,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : WITHROW HALL,1/28/2020 0300,1/28/2020 0300,1/28/2020 0345,2020-000084,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : OXFORD TRENTON  RD SR73,1/28/2020 0333,1/28/2020 0333,1/28/2020 0333,2020-000085,CLOSED.  CLEARED BY ARREST
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),1/28/2020 1102,1/13/2020 1500,1/21/2020 1100,2020-000086,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,1/28/2020 1611,12/14/2019 0357,1/25/2020 2347,2020-000088,UNFOUNDED
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,1/28/2020 1744,1/28/2020 1744,1/28/2020 1744,2020-000089,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,1/28/2020 1744,1/28/2020 1744,1/28/2020 1744,2020-000089,CLOSED. REFERRED TO COMMUNITY STANDARDS
WELFARE CHECK,OTHER JURISDICTION,1/28/2020 1816,1/28/2020 1816,1/28/2020 1816,2020-000090,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,1/28/2020 2122,1/28/2020 2122,1/28/2020 2137,2020-000091,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,1/29/2020 0004,1/29/2020 0004,1/29/2020 0004,2020-000092,CLOSED.  CLEARED BY SUMMONS
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,1/29/2020 0023,1/29/2020 0023,1/29/2020 0100,2020-000093,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : KREGER HALL,1/29/2020 0208,1/29/2020 0208,1/29/2020 0250,2020-000094,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,1/29/2020 0225,1/29/2020 0225,1/29/2020 0250,2020-000095,CLOSED
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,1/29/2020 0225,1/29/2020 0225,1/29/2020 0250,2020-000095,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),1/29/2020 0941,12/11/2019 0400,1/26/2020 1800,2020-000096,OPEN
BURGLARY,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,1/29/2020 1358,11/1/2019 0800,11/2/2019 0800,2020-000097,OPEN
SEX OFFENSE : RAPE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,1/29/2020 1358,11/1/2019 0800,11/2/2019 0800,2020-000097,OPEN
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,1/29/2020 1358,11/1/2019 0800,11/2/2019 0800,2020-000097,OPEN
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PEARSON HALL,1/29/2020 1643,1/29/2020 1643,1/29/2020 1643,2020-000098,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : HUGHES LABORATORIES,1/29/2020 1914,1/29/2020 1815,1/29/2020 2000,2020-000099,UNFOUNDED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,1/29/2020 2105,1/28/2020 2000,1/28/2020 2100,2020-000100,CLOSED. REFERRED TO COMMUNITY STANDARDS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,1/29/2020 2203,1/29/2020 2203,1/29/2020 2203,2020-000101,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,1/30/2020 0116,1/30/2020 0116,1/30/2020 0116,2020-000102,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALCOHOL VIOLATION : NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,1/30/2020 0116,1/30/2020 0116,1/30/2020 0116,2020-000102,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : GARDEN COMMONS DINING HALL,1/30/2020 1059,1/30/2020 0850,1/30/2020 0915,2020-000103,UNFOUNDED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ART BLDG,1/30/2020 1158,1/30/2020 0945,1/30/2020 1135,2020-000104,CLOSED
DATING VIOLENCE,CITY OF OXFORD,1/30/2020 1401,Unknown,Unknown,2020-000106,OPEN
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,1/30/2020 1411,1/29/2020 1700,1/30/2020 0800,2020-000105,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,1/30/2020 2312,1/30/2020 2312,1/30/2020 2335,2020-000107,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,1/31/2020 0135,1/31/2020 0135,1/31/2020 0135,2020-000108,CLOSED. REFERRED TO COMMUNITY STANDARDS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,1/31/2020 0143,1/31/2020 0143,1/31/2020 0143,2020-000110,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,1/31/2020 0143,1/31/2020 0143,1/31/2020 0143,2020-000110,CLOSED. REFERRED TO COMMUNITY STANDARDS
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,1/31/2020 0143,1/31/2020 0143,1/31/2020 0143,2020-000109,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,1/31/2020 0803,1/31/2020 0100,1/31/2020 0103,2020-000111,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : TAPPAN HALL,1/31/2020 1207,1/30/2020 0200,1/30/2020 0900,2020-000112,UNFOUNDED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : MCKEE HALL,1/31/2020 1819,1/31/2020 1819,1/31/2020 1819,2020-000113,CLOSED
CRIMINAL TRESPASS,MIAMI UNIVERSITY : OXFORD CAMPUS : SOUTH REFRIGERATION PLANT,1/31/2020 2242,1/31/2020 2242,1/31/2020 2242,2020-000114,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : MAPLE ST,1/31/2020 2322,1/31/2020 2322,1/31/2020 2322,2020-000115,CLOSED.  UTT/UTC ISSUED.
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,1/31/2020 2332,1/31/2020 2332,1/31/2020 2332,2020-000116,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,2/1/2020 0016,2/1/2020 0016,2/1/2020 0032,2020-000117,CLOSED
MEDICAL : ASSIST,CITY OF OXFORD : HIGH ST,2/1/2020 0042,2/1/2020 0042,2/1/2020 0110,2020-000118,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : VERBAL WARNING,CITY OF OXFORD : HIGH ST,2/1/2020 0042,2/1/2020 0042,2/1/2020 0110,2020-000118,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,2/1/2020 0122,2/1/2020 0122,2/1/2020 0122,2020-000119,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,2/1/2020 0144,2/1/2020 0144,2/1/2020 0144,2020-000120,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,2/1/2020 0152,2/1/2020 0152,2/1/2020 0152,2020-000121,CLOSED. REFERRED TO COMMUNITY STANDARDS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : WILLIAMS HALL,2/1/2020 0226,2/1/2020 0226,2/1/2020 0226,2020-000122,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : PEARSON HALL,2/1/2020 0305,2/1/2020 0305,2/1/2020 0305,2020-000123,CLOSED.  CLEARED BY SUMMONS
WARRANT SERVICE,MIAMI UNIVERSITY : OXFORD CAMPUS : ADVANCEMENT SERVICES,2/1/2020 1436,2/1/2020 1436,2/1/2020 1436,2020-000124,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,2/1/2020 1831,2/1/2020 1831,2/1/2020 1831,2020-000125,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : LEWIS PLACE,2/1/2020 1954,2/1/2020 1954,2/1/2020 1954,2020-000127,CLOSED. REFERRED TO COMMUNITY STANDARDS
DISORDERLY CONDUCT : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : LEWIS PLACE,2/1/2020 1954,2/1/2020 1954,2/1/2020 1954,2020-000127,CLOSED. REFERRED TO COMMUNITY STANDARDS
