IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS,1/17/2017 1659,4/1/2015 0000,1/17/2017 0000,2017-000033,OPEN
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,1/18/2017 1247,1/17/2017 2130,1/18/2017 1230,2017-000034,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,1/18/2017 1254,1/9/2017 1317,1/9/2017 1317,2017-000035,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,1/18/2017 1439,1/18/2017 1439,1/18/2017 1439,2017-000037,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,1/18/2017 1654,1/18/2017 1654,1/18/2017 1654,2017-000038,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,1/18/2017 2350,1/18/2017 2350,1/18/2017 2350,2017-000039,CLOSED
BURGLARY,MIAMI UNIVERSITY : OXFORD CAMPUS : NON CAMPUS PROPERTY : OFF SITE LOCATION,1/19/2017 0904,1/5/2017 0800,1/7/2017 1200,2017-000057,CLOSED
BURGLARY,MIAMI UNIVERSITY : OXFORD CAMPUS : NON CAMPUS PROPERTY : OFF SITE LOCATION,1/19/2017 1351,1/15/2017 1300,1/15/2017 1600,2017-000058,OPEN
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,1/20/2017 0405,1/20/2017 0405,1/20/2017 0405,2017-000040,CLOSED
MEDICAL : EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,1/20/2017 0857,1/20/2017 0857,1/20/2017 1245,2017-000041,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,1/20/2017 0857,1/20/2017 0857,1/20/2017 1245,2017-000041,CLOSED
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : ROUDEBUSH HALL,1/21/2017 1755,1/21/2017 1755,1/21/2017 1755,2017-000042,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,1/21/2017 2122,1/21/2017 2122,1/21/2017 2132,2017-000043,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SHIDELER HALL,1/21/2017 2132,1/21/2017 2132,1/21/2017 2132,2017-000044,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : HIGH ST,1/22/2017 0009,1/22/2017 0009,1/22/2017 0009,2017-000045,CLOSED.  UTT/UTC ISSUED.
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,1/22/2017 0014,1/22/2017 0014,1/22/2017 0014,2017-000051,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,1/22/2017 0014,1/22/2017 0014,1/22/2017 0014,2017-000051,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : POSSESSION OF DRUGS,CITY OF OXFORD : HIGH ST,1/22/2017 0045,1/22/2017 0045,1/22/2017 0045,2017-000047,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : OAK ST,1/22/2017 0123,1/22/2017 0113,1/22/2017 0113,2017-000046,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,1/22/2017 0138,1/22/2017 0138,1/22/2017 0138,2017-000048,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,1/22/2017 0230,1/22/2017 0230,1/22/2017 0230,2017-000049,CLOSED
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/22/2017 0321,1/22/2017 0300,1/22/2017 0302,2017-000050,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/22/2017 0717,1/22/2017 0717,1/22/2017 0717,2017-000052,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,1/22/2017 0946,1/22/2017 0946,1/22/2017 0946,2017-000053,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,1/22/2017 1552,1/22/2017 1554,1/22/2017 1620,2017-000054,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,1/22/2017 1912,1/22/2017 1912,1/22/2017 1912,2017-000055,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/23/2017 0251,1/23/2017 0251,1/23/2017 0251,2017-000056,CLOSED.  CLEARED BY ARREST
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,1/23/2017 0951,1/20/2017 1700,1/23/2017 0953,2017-000059,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY HALL,1/23/2017 1415,11/28/2016 2045,1/23/2017 1500,2017-000060,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : BILLINGS HALL,1/23/2017 1844,1/22/2017 2100,1/23/2017 1844,2017-000061,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,1/23/2017 1918,1/23/2017 1918,1/23/2017 1918,2017-000062,CLOSED
WARRANT SERVICE,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,1/23/2017 2157,1/23/2017 2157,1/23/2017 2157,2017-000063,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : SCOTT HALL,1/24/2017 0547,1/24/2017 0547,1/24/2017 0547,2017-000064,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FARMER SCHOOL OF BUSINESS,1/24/2017 0828,1/24/2017 0828,1/24/2017 0900,2017-000065,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FRYMAN GRAVEL LOT,1/24/2017 1241,1/24/2017 1241,1/24/2017 1241,2017-000066,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,1/24/2017 1455,1/24/2017 1500,1/24/2017 1545,2017-000067,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,1/24/2017 1708,1/24/2017 1708,1/24/2017 1708,2017-000068,CLOSED
ALCOHOL VIOLATION : OPEN CONTAINER LAW,MIAMI UNIVERSITY : OXFORD CAMPUS : ROUDEBUSH HALL,1/24/2017 2213,1/24/2017 2215,1/24/2017 2235,2017-000070,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,1/24/2017 2245,1/24/2017 2245,1/24/2017 2245,2017-000069,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,1/25/2017 0107,1/25/2017 0107,1/25/2017 0107,2017-000071,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,1/25/2017 0227,1/25/2017 0227,1/25/2017 0227,2017-000072,UNFOUNDED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,1/25/2017 0333,1/25/2017 0333,1/25/2017 0333,2017-000073,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,1/25/2017 0333,1/25/2017 0333,1/25/2017 0333,2017-000073,CLOSED.  REFERRED TO OESCR
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,1/25/2017 0928,1/25/2017 0928,1/25/2017 0928,2017-000074,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,1/25/2017 1024,1/24/2017 1500,1/24/2017 1715,2017-000075,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,1/25/2017 1516,12/16/2016 1300,1/21/2017 1900,2017-000076,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,1/25/2017 2023,1/25/2017 2023,1/25/2017 2023,2017-000077,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : RICHARD HALL,1/26/2017 0009,1/26/2017 0009,1/26/2017 0039,2017-000078,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,1/26/2017 0054,1/26/2017 0054,1/26/2017 0054,2017-000082,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,1/26/2017 0112,1/26/2017 0112,1/26/2017 0112,2017-000079,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : ANDERSON HALL,1/26/2017 0112,1/26/2017 0100,1/26/2017 0130,2017-000081,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,1/26/2017 0115,1/26/2017 0115,1/26/2017 0130,2017-000080,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,1/26/2017 0940,1/27/2017 1400,1/28/2017 1145,2017-000110,CLOSED
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,1/26/2017 1714,1/26/2017 1700,1/26/2017 1714,2017-000083,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : NIKE BASE,1/26/2017 1834,1/26/2017 1834,1/26/2017 1834,2017-000084,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,1/26/2017 1858,1/26/2017 1600,1/26/2017 1858,2017-000085,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MCBRIDE HALL,1/26/2017 2019,1/26/2017 2018,1/26/2017 2019,2017-000086,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCFARLAND HALL,1/26/2017 2245,1/26/2017 2245,1/26/2017 2300,2017-000087,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,1/26/2017 2248,1/26/2017 2200,1/26/2017 2205,2017-000088,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,1/26/2017 2258,1/26/2017 2338,1/26/2017 2338,2017-000089,CLOSED.  CLEARED BY SUMMONS
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,1/26/2017 2339,1/26/2017 2335,1/26/2017 2336,2017-000090,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,1/27/2017 0131,1/27/2017 0131,1/27/2017 0145,2017-000091,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,1/27/2017 0131,1/27/2017 0131,1/27/2017 0145,2017-000091,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,1/27/2017 0941,1/26/2017 0000,1/26/2017 0000,2017-000111,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,1/27/2017 1533,1/27/2017 1500,1/27/2017 1545,2017-000092,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,1/27/2017 1738,1/27/2017 1738,1/27/2017 1738,2017-000093,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,1/27/2017 2145,1/27/2017 2145,1/27/2017 2145,2017-000094,CLOSED
ALCOHOL VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,1/27/2017 2206,1/27/2017 2206,1/27/2017 2225,2017-000095,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,1/27/2017 2236,1/27/2017 2236,1/27/2017 2236,2017-000096,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,1/27/2017 2319,1/27/2017 2319,1/27/2017 2319,2017-000097,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : BENTON HALL,1/27/2017 2353,1/27/2017 2354,1/27/2017 2354,2017-000098,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,1/28/2017 0005,1/28/2017 0005,1/28/2017 0005,2017-000099,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/28/2017 0151,1/28/2017 0151,1/28/2017 0200,2017-000100,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/28/2017 0151,1/28/2017 0151,1/28/2017 0200,2017-000100,CLOSED
CANINE DEPLOYMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : MILLETT ASSEMBLY HALL,1/28/2017 1104,1/28/2017 1100,1/28/2017 1730,2017-000101,CLOSED
CRIMINAL DAMAGING OR ENDANGERING,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,1/28/2017 1318,1/28/2017 0745,1/28/2017 1200,2017-000102,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,1/28/2017 2144,1/28/2017 2144,1/28/2017 2144,2017-000103,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,1/28/2017 2245,1/28/2017 2248,1/28/2017 2248,2017-000104,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : GOGGIN ICE CENTER,1/29/2017 0920,1/29/2017 0920,1/29/2017 0925,2017-000105,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEARSON HALL,1/29/2017 1251,1/6/2017 0800,1/6/2017 2000,2017-000106,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,1/29/2017 1337,1/29/2017 1337,1/29/2017 1350,2017-000107,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : HAVIGHURST HALL,1/29/2017 1337,1/29/2017 1337,1/29/2017 1350,2017-000107,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,1/29/2017 2030,1/29/2017 2030,1/29/2017 2030,2017-000108,CLOSED
FORENSIC EXAM,CITY OF OXFORD : OXFORD TOWNSHIP POLICE DEPARTMENT,1/30/2017 0939,1/30/2017 0939,1/30/2017 1030,2017-000109,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : SATELLITE FACILITY,1/30/2017 1010,1/30/2017 1010,1/30/2017 1010,2017-000112,CLOSED
SUSPICIOUS ACTIVITY,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,1/30/2017 1245,1/29/2017 1155,1/29/2017 1155,2017-000113,CLOSED
PROPERTY : DAMAGE,CITY OF OXFORD : MAPLE ST,1/30/2017 1319,1/23/2017 0800,1/30/2017 1300,2017-000114,CLOSED
FORENSIC EXAM,MIAMI UNIVERSITY : OXFORD CAMPUS : POLICE SERVICES CENTER,1/30/2017 1441,1/30/2017 1330,1/30/2017 1530,2017-000115,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,1/30/2017 1529,1/30/2017 1529,1/30/2017 1529,2017-000116,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,1/31/2017 1721,1/31/2017 1700,1/31/2017 1715,2017-000123,OPEN
NON-CRIMINAL COMPLAINT,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN DINING,1/31/2017 1824,1/31/2017 1200,1/31/2017 1230,2017-000117,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,1/31/2017 1951,1/31/2017 1951,1/31/2017 1951,2017-000118,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,1/31/2017 2026,1/31/2017 2026,1/31/2017 2026,2017-000119,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,2/1/2017 1024,1/23/2017 0700,1/23/2017 0830,2017-000120,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HUGHES LABORATORIES,2/1/2017 1154,2/1/2017 1154,2/1/2017 1235,2017-000122,CLOSED
FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HUGHES LABORATORIES,2/1/2017 1154,2/1/2017 1154,2/1/2017 1235,2017-000122,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY HALL,2/1/2017 1729,2/1/2017 1729,2/1/2017 1729,2017-000124,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : COLLINS HALL,2/1/2017 2335,2/1/2017 2335,2/1/2017 2335,2017-000126,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,2/1/2017 2344,2/1/2017 2344,2/1/2017 2344,2017-000125,CLOSED
DRUG VIOLATION : VERBAL WARNING,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,2/1/2017 2344,2/1/2017 2344,2/1/2017 2344,2017-000125,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,2/2/2017 0025,2/2/2017 0025,2/2/2017 0030,2017-000127,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS,2/2/2017 0939,7/1/2016 0900,2/2/2017 0900,2017-000128,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HUGHES LABORATORIES,2/2/2017 1453,2/2/2017 1453,2/2/2017 1511,2017-000129,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,2/2/2017 1551,2/2/2017 1551,2/2/2017 1551,2017-000138,CLOSED
FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,2/2/2017 1551,2/2/2017 1551,2/2/2017 1551,2017-000138,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,2/2/2017 1557,2/2/2017 1557,2/2/2017 1557,2017-000131,CLOSED
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : BACHELOR HALL,2/2/2017 1557,12/13/2016 1742,1/31/2017 1358,2017-000130,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,2/2/2017 2107,2/2/2017 2107,2/2/2017 2107,2017-000132,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : DORSEY HALL,2/2/2017 2135,2/2/2017 2135,2/2/2017 2145,2017-000133,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,2/2/2017 2211,2/2/2017 2211,2/2/2017 2227,2017-000134,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,2/2/2017 2356,2/2/2017 2356,2/3/2017 0003,2017-000135,CLOSED
CRIMINAL MISCHIEF,CITY OF OXFORD : MAPLE ST,2/3/2017 0607,2/2/2017 1150,2/3/2017 0607,2017-000137,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,2/3/2017 1621,2/3/2017 1621,2/3/2017 1643,2017-000139,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,2/3/2017 1758,2/3/2017 1758,2/3/2017 1758,2017-000140,CLOSED
TRAFFIC LAW VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY DRIVE,2/3/2017 1823,2/3/2017 1823,2/3/2017 1840,2017-000141,CLOSED.  UTT/UTC ISSUED.
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : DENNISON HALL,2/3/2017 2206,2/3/2017 1130,2/3/2017 1600,2017-000142,UNFOUNDED
