IncidentType,Location,ReportedTime,IncidentStart,IncidentEnd,CaseNumber,Disposition
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,1/8/2015 0731,1/8/2015 0731,1/8/2015 0731,2015-000020,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,1/8/2015 2010,1/8/2015 2010,1/8/2015 2010,2015-000021,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,1/9/2015 0040,1/9/2015 0040,1/9/2015 0040,2015-000022,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ALUMNI HALL,1/9/2015 0137,1/9/2015 0137,1/9/2015 0137,2015-000023,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : ALUMNI HALL,1/9/2015 0137,1/9/2015 0137,1/9/2015 0137,2015-000023,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : ALUMNI HALL,1/9/2015 0137,1/9/2015 0137,1/9/2015 0137,2015-000023,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,1/9/2015 0338,1/9/2015 0338,1/9/2015 0338,2015-000024,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,1/9/2015 1222,1/9/2015 1222,1/9/2015 1222,2015-000026,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),1/9/2015 1242,1/9/2015 1242,1/9/2015 1242,2015-000025,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,1/9/2015 1835,1/9/2015 1835,1/9/2015 1835,2015-000027,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : SPRING ST,1/10/2015 0106,1/10/2015 0106,1/10/2015 0106,2015-000028,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,1/11/2015 0229,1/11/2015 0229,1/11/2015 0229,2015-000029,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : WESTERN MAINTENANCE BLDG,1/11/2015 1517,1/11/2015 1517,1/11/2015 1517,2015-000030,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : OLD MANSE,1/12/2015 1050,5/17/2014 0800,Unknown,2015-000031,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,1/12/2015 1958,1/12/2015 1958,1/12/2015 1958,2015-000032,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,1/13/2015 2300,1/13/2015 2300,1/13/2015 2300,2015-000033,CLOSED.  UTT/UTC ISSUED.
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : WITHROW ST,1/14/2015 0208,1/14/2015 0208,1/14/2015 0208,2015-000034,CLOSED.  CLEARED BY ARREST
OBSTRUCTING OFFICIAL BUSINESS,CITY OF OXFORD : WITHROW ST,1/14/2015 0208,1/14/2015 0208,1/14/2015 0208,2015-000034,CLOSED.  CLEARED BY ARREST
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : LOGAN LODGE,1/14/2015 1421,1/14/2015 1421,1/14/2015 1421,2015-000035,CLOSED
CANINE DEPLOYMENT,OTHER JURISDICTION,1/16/2015 0916,1/16/2015 0920,1/16/2015 0920,2015-000036,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,1/16/2015 1216,1/16/2015 1216,1/16/2015 1216,2015-000037,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,1/16/2015 1835,1/16/2015 1835,1/16/2015 1835,2015-000038,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : ENGINEERING BLDG,1/16/2015 2354,1/16/2015 2354,1/16/2015 2354,2015-000040,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,1/17/2015 0000,1/17/2015 0000,1/17/2015 0000,2015-000039,CLOSED.  UTT/UTC ISSUED.
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SYMMES HALL,1/17/2015 0725,1/16/2015 1530,1/17/2015 0700,2015-000041,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : MARCUM HOTEL AND CONFERENCE CENTER,1/17/2015 1205,1/16/2015 0700,1/17/2015 0700,2015-000042,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : ETHRIDGE HALL,1/17/2015 1934,1/17/2015 1934,1/17/2015 1934,2015-000043,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : ENGINEERING BLDG,1/18/2015 1430,1/18/2015 1430,1/18/2015 1430,2015-000044,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : 5285 BROWN ROAD,1/19/2015 0902,1/19/2015 0902,1/19/2015 0922,2015-000045,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,1/20/2015 0340,1/20/2015 0340,1/20/2015 0340,2015-000046,CLOSED
WARRANT SERVICE,OTHER JURISDICTION,1/21/2015 1228,1/21/2015 1355,1/21/2015 1355,2015-000047,CLOSED.  CLEARED BY ARREST
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PULLEY PAVILLION,1/21/2015 1622,1/21/2015 1622,1/21/2015 1630,2015-000048,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,1/21/2015 1654,1/20/2015 0930,1/20/2015 1050,2015-000049,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,1/21/2015 2147,1/21/2015 1900,1/21/2015 2015,2015-000050,CLOSED.  CLEARED BY ARREST
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,1/22/2015 0027,1/22/2015 0027,1/22/2015 0027,2015-000051,CLOSED.  UTT/UTC ISSUED.
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HUGHES LABORATORIES,1/22/2015 1124,1/22/2015 1124,1/22/2015 1124,2015-000052,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DINING HALL,1/22/2015 1315,1/22/2015 1315,1/22/2015 1315,2015-000053,CLOSED
UNAUTHORIZED USE : OF PROPERTY,MIAMI UNIVERSITY : OXFORD CAMPUS : WARFIELD HALL,1/22/2015 1720,1/21/2015 2210,1/21/2015 2344,2015-000054,OPEN
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : UPHAM HALL,1/23/2015 0942,1/23/2015 0942,1/23/2015 0942,2015-000055,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,1/23/2015 1123,1/13/2015 0900,1/20/2015 0932,2015-000056,CLOSED
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : RECREATIONAL SPORTS CENTER,1/23/2015 1253,1/23/2015 1125,1/23/2015 1150,2015-000057,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : FLOWER HALL,1/23/2015 1451,1/23/2015 1451,1/23/2015 1451,2015-000058,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HILLCREST HALL,1/23/2015 2106,1/23/2015 2106,1/23/2015 2106,2015-000059,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,1/23/2015 2131,1/23/2015 2131,1/23/2015 2131,2015-000060,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : LOGAN LODGE,1/24/2015 1843,1/24/2015 1843,1/24/2015 1843,2015-000061,CLOSED
WELFARE CHECK,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : LOGAN LODGE,1/24/2015 1843,1/24/2015 1843,1/24/2015 1843,2015-000061,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : LOGAN LODGE,1/24/2015 1843,1/24/2015 1843,1/24/2015 1843,2015-000061,CLOSED
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS : KING LIBRARY,1/24/2015 1853,1/24/2015 1853,1/24/2015 1853,2015-000062,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,1/24/2015 2200,1/24/2015 2200,1/24/2015 2200,2015-000063,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
TRAFFIC LAW VIOLATION,CITY OF OXFORD : CAMPUS AVE,1/24/2015 2348,1/24/2015 2348,1/24/2015 2348,2015-000064,CLOSED.  UTT/UTC ISSUED.
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : MCGUFFEY DRIVE,1/25/2015 0021,1/25/2015 0021,1/25/2015 0021,2015-000065,CLOSED.  CLEARED BY ARREST
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : TALLAWANDA HALL,1/25/2015 0022,1/25/2015 0022,1/25/2015 0022,2015-000066,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,1/25/2015 0047,1/25/2015 0047,1/25/2015 0047,2015-000067,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERGENCY BLUE LIGHT PHONE : KING LIBRARY / SLANTWALK,1/25/2015 0155,1/25/2015 0155,1/25/2015 0155,2015-000068,CLOSED.  CLEARED BY ARREST
MAKING FALSE ALARMS,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERGENCY BLUE LIGHT PHONE : KING LIBRARY / SLANTWALK,1/25/2015 0155,1/25/2015 0155,1/25/2015 0155,2015-000068,CLOSED.  CLEARED BY ARREST
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,1/25/2015 0808,1/24/2015 1930,1/24/2015 1945,2015-000069,CLOSED
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRIS DRIVE,1/25/2015 1651,1/25/2015 1200,1/25/2015 1710,2015-000070,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : THOMSON HALL,1/25/2015 1841,1/25/2015 1841,1/25/2015 1841,2015-000071,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,1/25/2015 2201,1/25/2015 2201,1/25/2015 2201,2015-000072,CLOSED.  CLEARED BY ARREST
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STONEBRIDGE HALL,1/25/2015 2226,1/25/2015 2226,1/25/2015 2226,2015-000073,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : SPRING ST,1/25/2015 2302,1/25/2015 2302,1/25/2015 2302,2015-000074,CLOSED.  UTT/UTC ISSUED.
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,1/26/2015 0000,1/26/2015 0000,1/26/2015 0000,2015-000076,UNFOUNDED
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,1/26/2015 0126,1/26/2015 0126,1/26/2015 0126,2015-000075,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : PEABODY HALL,1/26/2015 0126,1/26/2015 0126,1/26/2015 0126,2015-000075,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
PROPERTY : DAMAGE,MIAMI UNIVERSITY : OXFORD CAMPUS : SESQUICENTENNIAL CHAPEL,1/26/2015 1612,1/26/2015 1612,1/26/2015 1612,2015-000077,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,1/26/2015 1953,1/26/2015 1953,1/26/2015 1953,2015-000078,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : CAMPUS AVE,1/27/2015 0100,1/27/2015 0100,1/27/2015 0100,2015-000079,CLOSED.  CLEARED BY ARREST
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,CITY OF OXFORD : BUSINESS : MCCULLOUGH-HYDE MEMORIAL HOSPITAL,1/27/2015 0125,1/27/2015 0125,1/27/2015 0125,2015-000080,CLOSED.  CLEARED BY ARREST
RESISTING ARREST,CITY OF OXFORD : BUSINESS : MCCULLOUGH-HYDE MEMORIAL HOSPITAL,1/27/2015 0125,1/27/2015 0125,1/27/2015 0125,2015-000080,CLOSED.  CLEARED BY ARREST
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HEPBURN HALL,1/27/2015 0923,1/27/2015 0923,1/27/2015 0923,2015-000081,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : DODDS HALL,1/27/2015 1108,1/27/2015 0300,1/27/2015 0330,2015-000082,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : HOYT HALL,1/27/2015 2219,1/27/2015 2219,1/27/2015 2219,2015-000083,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRISON HALL,1/28/2015 0059,1/28/2015 0059,1/28/2015 0059,2015-000084,CLOSED
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : HARRISON HALL,1/28/2015 0059,1/28/2015 0059,1/28/2015 0059,2015-000084,CLOSED
TELECOMMUNICATIONS FRAUD,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS,1/28/2015 1116,1/28/2015 0916,1/28/2015 0916,2015-000085,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : MARY LYON HALL,1/28/2015 1600,1/28/2015 0500,1/28/2015 0500,2015-000086,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,1/28/2015 2110,1/28/2015 2110,1/28/2015 2110,2015-000087,CLOSED
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,1/29/2015 0139,1/29/2015 0139,1/29/2015 0139,2015-000088,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : OGDEN HALL,1/29/2015 0139,1/29/2015 0139,1/29/2015 0139,2015-000088,CLOSED.  REFERRED TO OESCR
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : COOK FIELD,1/29/2015 0237,1/29/2015 0237,1/29/2015 0237,2015-000089,CLOSED.  REFERRED TO OESCR
ALCOHOL VIOLATION : GOOD SAMARITAN,MIAMI UNIVERSITY : OXFORD CAMPUS : COOK FIELD,1/29/2015 0237,1/29/2015 0237,1/29/2015 0237,2015-000089,CLOSED.  REFERRED TO OESCR
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : ART MUSEUM,1/29/2015 1141,1/29/2015 1140,1/29/2015 1140,2015-000090,CLOSED.  UTT/UTC ISSUED.
TELECOMMUNICATIONS HARASSMENT,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),1/29/2015 1221,1/27/2015 2006,1/27/2015 2015,2015-000096,CLOSED
STALKING,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),1/29/2015 1221,1/27/2015 2006,1/27/2015 2015,2015-000096,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,1/29/2015 1504,1/29/2015 1504,1/29/2015 1504,2015-000091,CLOSED
PROPERTY : FOUND,CITY OF OXFORD,1/30/2015 0012,1/30/2015 0012,1/30/2015 0012,2015-000093,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MORRIS HALL,1/30/2015 0142,1/30/2015 0142,1/30/2015 0200,2015-000092,CLOSED
PROPERTY : FOUND,CITY OF OXFORD,1/30/2015 0222,1/30/2015 0222,1/30/2015 0222,2015-000094,CLOSED
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : PSYCHOLOGY BLDG,1/30/2015 0407,1/30/2015 0407,1/30/2015 0407,2015-000095,CLOSED.  CLEARED BY SUMMONS
MEDICAL : ASSIST,MIAMI UNIVERSITY : OXFORD CAMPUS : PSYCHOLOGY BLDG,1/30/2015 0407,1/30/2015 0407,1/30/2015 0407,2015-000095,CLOSED.  CLEARED BY SUMMONS
SEX OFFENSE,MIAMI UNIVERSITY : OXFORD CAMPUS,1/30/2015 0839,12/11/2014 0300,12/12/2014 0000,2015-000099,CLOSED
ASSAULT,MIAMI UNIVERSITY : OXFORD CAMPUS,1/30/2015 0839,1/27/2015 0100,1/27/2015 0100,2015-000118,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,1/30/2015 1132,1/29/2015 0204,1/29/2015 0500,2015-000097,CLOSED
ASSAULT : AGGRAVATED,MIAMI UNIVERSITY : OXFORD CAMPUS : MAPLESTREET STATION,1/30/2015 1404,1/30/2015 0200,1/30/2015 0230,2015-000098,OPEN
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : PORTER HALL,1/30/2015 1543,12/12/2014 1700,1/25/2015 1200,2015-000100,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : PULLEY PAVILLION,1/30/2015 1620,1/30/2015 1620,1/30/2015 1620,2015-000101,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,1/30/2015 1842,1/30/2015 1842,1/30/2015 1842,2015-000102,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : BRANDON HALL,1/30/2015 1842,1/30/2015 1842,1/30/2015 1842,2015-000102,CLOSED.  CLEARED BY SUMMONS
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),1/31/2015 0159,1/31/2015 0159,1/31/2015 0159,2015-000103,CLOSED.  CLEARED BY SUMMONS
ALCOHOL VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : EMERSON HALL,1/31/2015 1650,1/31/2015 1650,1/31/2015 1650,2015-000104,CLOSED.  CLEARED BY SUMMONS
THEFT,MIAMI UNIVERSITY : OXFORD CAMPUS : SHRIVER CENTER,1/31/2015 1656,1/31/2015 1656,1/31/2015 1656,2015-000106,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HAMILTON HALL,1/31/2015 1757,1/31/2015 1757,1/31/2015 1757,2015-000105,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : FISHER HALL,1/31/2015 1923,1/31/2015 1923,1/31/2015 1923,2015-000107,CLOSED
DRUG VIOLATION : POSSESSION OF DRUGS,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,1/31/2015 2106,1/31/2015 2106,1/31/2015 2106,2015-000108,CLOSED.  CLEARED BY SUMMONS
DRUG VIOLATION : DRUG PARAPHERNALIA OFFENSES,MIAMI UNIVERSITY : OXFORD CAMPUS : HAHNE HALL,1/31/2015 2106,1/31/2015 2106,1/31/2015 2106,2015-000108,CLOSED.  CLEARED BY SUMMONS
TRAFFIC LAW VIOLATION : OPERATING A VEHICLE UNDER THE INFLUENCE,CITY OF OXFORD : TALLAWANDA RD,2/1/2015 0119,2/1/2015 0119,2/1/2015 0119,2015-000109,CLOSED.  CLEARED BY ARREST
DISORDERLY CONDUCT,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),2/1/2015 0306,2/1/2015 0306,2/1/2015 0306,2015-000110,CLOSED.  HANDLED BY RESIDENCE LIFE STAFF
ALCOHOL VIOLATION : OFFENSES INVOLVING UNDERAGE PERSONS,MIAMI UNIVERSITY : OXFORD CAMPUS : ARMSTRONG STUDENT CENTER,2/1/2015 0309,2/1/2015 0309,2/1/2015 0309,2015-000111,CLOSED.  CLEARED BY SUMMONS
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,2/1/2015 1305,2/1/2015 1305,2/1/2015 1305,2015-000112,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : STANTON HALL,2/1/2015 1534,2/1/2015 1534,2/1/2015 1534,2015-000113,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : BLANCHARD HOUSE,2/1/2015 1652,2/1/2015 1652,2/1/2015 1652,2015-000114,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,2/1/2015 1951,2/1/2015 1951,2/1/2015 1951,2015-000115,CLOSED.  UTT/UTC ISSUED.
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : HERITAGE COMMONS : LOGAN LODGE,2/1/2015 2242,2/1/2015 2242,2/1/2015 2242,2015-000116,CLOSED
ALARM,MIAMI UNIVERSITY : OXFORD CAMPUS : SATELLITE FACILITY,2/2/2015 1103,2/2/2015 1103,2/2/2015 1103,2015-000117,CLOSED
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : HEALTH SERVICES CENTER,2/3/2015 0935,11/19/2014 0514,2/3/2015 0159,2015-000119,CLOSED
TRAFFIC CRASH,MIAMI UNIVERSITY : OXFORD CAMPUS : HAYDEN PARK : MCKIE FIELD,2/3/2015 1006,2/3/2015 1006,2/3/2015 1006,2015-000120,CLOSED
TRAFFIC LAW VIOLATION,CITY OF OXFORD : PATTERSON AVE,2/3/2015 1607,2/3/2015 1609,2/3/2015 1609,2015-000121,CLOSED.  UTT/UTC ISSUED.
INFORMATION,MIAMI UNIVERSITY : OXFORD CAMPUS : WELLS HALL,2/3/2015 1925,2/3/2015 1925,2/3/2015 1925,2015-000122,CLOSED
DRUG VIOLATION,MIAMI UNIVERSITY : OXFORD CAMPUS : YOUNG HALL (FKA BEECHWOODS HALL),2/3/2015 2210,2/3/2015 2210,2/3/2015 2210,2015-000123,CLOSED
ALARM : FIRE,MIAMI UNIVERSITY : OXFORD CAMPUS : MINNICH HALL,2/4/2015 0014,2/4/2015 0014,2/4/2015 0014,2015-000124,CLOSED
PSYCHOLOGICAL EMERGENCY,MIAMI UNIVERSITY : OXFORD CAMPUS : MACCRACKEN HALL,2/4/2015 0232,2/4/2015 0232,2/4/2015 0232,2015-000125,CLOSED
TELECOMMUNICATIONS FRAUD,MIAMI UNIVERSITY : OXFORD CAMPUS : ROUDEBUSH HALL,2/4/2015 0812,1/6/2015 0000,1/28/2015 1700,2015-000126,CLOSED
UNAUTHORIZED USE : OF PROPERTY,MIAMI UNIVERSITY : OXFORD CAMPUS : ROUDEBUSH HALL,2/4/2015 0812,1/6/2015 0000,1/28/2015 1700,2015-000126,CLOSED
CRIMINAL MISCHIEF,MIAMI UNIVERSITY : OXFORD CAMPUS : SWING HALL,2/4/2015 1003,2/4/2015 0130,2/4/2015 0130,2015-000127,CLOSED.  REFERRED TO OESCR
